Facility_name,Million_gallons_per_day_flow,GHGI_emissions_mol_per_s,Moore_Emissions_mol_per_s,longitude,latitude,Source
CITY OF WEST HAVEN WATER POLLUTION CONTROL FAC.,6.57583333333333,0.08528460210994018,0.10690825895585253,-72.932031,41.267212,Discharge Monitoring Reports
CITY OF WILMINGTON WATER POLLUTION CONTROL FAC.,71.7933333333333,0.9311163402579605,2.2759607536934086,-75.504334,39.72954,Discharge Monitoring Reports
CLAIRTON MUN AUTH STP,3.878475,0.050301487340263656,0.054408337045859644,-79.882271,40.303681,Discharge Monitoring Reports
CLAREMONT WASTEWATER TREATMENT FACILITY,1.49275,0.019360069415731332,0.016037819731340244,-72.379045,43.38962,Discharge Monitoring Reports
CLARK MILLS SEWAGE TREATMENT PLANT,0.2725,0.003534161055626721,0.001820449100701118,-75.37875,43.094639,Discharge Monitoring Reports
CLARKS SUMMIT / S ABINGTON STP,4.9,0.07568530437557446,0.07337803668632764,-75.5327,40.727,Clean Watershed Needs Survey
CLAY TWP - HOPELAND STP,0.0247033333333333,0.0003203873710489247,8.43910712655946e-05,-76.2539,40.23437,Discharge Monitoring Reports
CLEAR CREEK STATE PARK-TREATMENT PLANT 302,9.32e-05,1.208747928016185e-06,6.698163229009205e-08,-79.077047,41.322844,Discharge Monitoring Reports
CLEAR SPRING WWTP,0.2,0.0030891960969622223,0.0012254986626968037,-77.9213,39.6491,Clean Watershed Needs Survey
CLEAR SPRING WWTP,0.119833333333333,0.0015541662379178014,0.0006363772400449234,-77.92193,39.64937,Discharge Monitoring Reports
CLEARFIELD MUN SEW SYS STP,2.181,0.02828625784338304,0.02605054911285159,-78.40002,41.025058,Discharge Monitoring Reports
CLEVELAND (V) WWTP,0.037772602739726,0.0004898879323757754,0.00014529112698098798,-75.880694,43.2265,Discharge Monitoring Reports
CLIFTON SPRINGS (V) WWTP,0.221833333333333,0.002877044871583583,0.0013992015409381954,-77.131917,42.967472,Discharge Monitoring Reports
CLINTON (V) WWTP,,,,-75.382528,43.061167,Discharge Monitoring Reports
CLINTON TOWN  WWTP,1.35633333333333,0.017590827321523048,0.014187218199146276,-74.81611,40.65334,Discharge Monitoring Reports
CLINTON TWP BD OF ED ROUND VALLEY SCHOOL,0.0025153333333333,3.262236003150933e-05,4.538995177211163e-06,-74.83311,40.65774,Discharge Monitoring Reports
CLINTONVILLE SEW AUTH,0.0774166666666667,0.0010040475904211697,0.0003638844406458788,-79.88413,41.19353,Discharge Monitoring Reports
CLOVERHILL STP,0.380866666666667,0.0049396115255768746,0.002793873671991294,-74.711012,40.816249,Discharge Monitoring Reports
CLYDE (V) STP,0.258347945205479,0.0033506174192528067,0.0017003819587522902,-76.867944,43.080444,Discharge Monitoring Reports
CLYMER BORO STP,0.185166666666667,0.0024015002647102715,0.0011104423765284197,-79.024455,40.658627,Discharge Monitoring Reports
CLYMER TWP MUNI AUTH,0.0108141666666667,0.0001402532355317067,2.9329698364981323e-05,-77.523317,41.872292,Discharge Monitoring Reports
COALDALE LANSFORD STP,1.65,0.025485867799938333,0.018230298528757235,-75.9284,40.8149,Clean Watershed Needs Survey
COALDALE LANSFORD SUMMIT HLL SEW,1.24583333333333,0.016157708801718452,0.012725659677969464,-75.928376,40.814886,Discharge Monitoring Reports
COBLESKILL (V) WPCP,,,,-74.475722,42.674861,Discharge Monitoring Reports
COEYMANS-RAVENA WPCF,0.659405479452055,0.008552092349894748,0.005638735739755134,-73.7874,42.46563,Discharge Monitoring Reports
COLD BROOK FIRE DISTRICT NO. 1,0.0,0.0,0.0,-72.85709,42.89781,Discharge Monitoring Reports
COLD SPRING (V) WWTP,0.232115068493151,0.0030103927907986173,0.0014827016736485784,-73.964028,41.421278,Discharge Monitoring Reports
COLONIAL FURNITURE,0.0646666666666667,0.0008386877612129471,0.00028905191218476584,-76.93467,40.76423,Discharge Monitoring Reports
COLONIAL JT SEW AUTH - GRINDSTONE STP,0.0659166666666667,0.0008548995091745376,0.0002962193871982581,-79.830594,40.016692,Discharge Monitoring Reports
COLUMBIA CO COM CTR W & SD,0.0156666666666667,0.0002031872411186009,4.712643971528465e-05,-73.709278,42.283,Discharge Monitoring Reports
COLVER STP,0.0845,0.0010959141622035153,0.0004070126303296142,-78.799448,40.538906,Discharge Monitoring Reports
CONCORD TWP CENTRAL STP,1.15106666666667,0.014928642149590495,0.011500638006475165,-75.5024,39.890015,Discharge Monitoring Reports
CONCORD TWP SEW AUTH,1.2,0.018535176581773335,0.0121298064876105,-75.5108,39.8803,Clean Watershed Needs Survey
CONESTOGA TWP COLEMANVILLE STP,0.00125,1.6211747961590465e-05,1.8553868397419802e-06,-76.344371,39.899462,Discharge Monitoring Reports
CONESTOGA WATER TREATMENT PLANT,0.0,0.0,0.0,-76.274444,40.049722,Discharge Monitoring Reports
CONESUS LAKE COUNTY SEWER DISTRICT,1.03946301369863,0.013481209914781956,0.010093851969568034,-77.710222,42.84675,Discharge Monitoring Reports
CONEWAGO TWP STP,0.40355,0.005233800711919865,0.0030085004188542025,-76.75198,40.07127,Discharge Monitoring Reports
CONEY ISLAND WATER POLLUTION CONTROL PLANT,,,,-73.933184,40.589682,Discharge Monitoring Reports
CONFLUENCE BORO STP,0.136666666666667,0.0017724844438005614,0.0007529172638995698,-79.364757,39.817299,Discharge Monitoring Reports
CONNELLSVILLE STP,2.62916666666667,0.034098709879211986,0.033086699322665,-79.598643,40.021968,Discharge Monitoring Reports
CONOCOCHEAGUE WWTP,3.06041666666667,0.039691762925960695,0.04018311635163844,-77.80585,39.61955,Discharge Monitoring Reports
CONOY TWP BAINBRIDGE STP,0.066325,0.0008601953468419899,0.00029856903783825363,-76.661861,40.085556,Discharge Monitoring Reports
CONOY TWP FALMOUTH STP,0.0129916666666667,0.0001684941004807973,3.708831320503554e-05,-76.710556,40.12125,Discharge Monitoring Reports
CONSHOHOCKEN BORO AUTH,2.99,0.046183481649585224,0.03900407837159828,-75.2956,40.0735,Clean Watershed Needs Survey
CONSHOHOCKEN BORO AUTH,1.09308333333333,0.014176633200812097,0.010764744354554653,-75.29508,40.07356,Discharge Monitoring Reports
CONSOLIDATED KIAMESHA SEWER DISTRICT,0.432385205479452,0.005607775978842703,0.0032862239000161254,-74.657472,41.660944,Discharge Monitoring Reports
CONYNGHAM BORO AUTH WWTP,0.427,0.005537933103679302,0.0032339523634132747,-76.07599,41.00403,Discharge Monitoring Reports
COOPERSTOWN (V) WWTP,,,,-74.932667,42.685611,Discharge Monitoring Reports
CORFU (V) STP,0.133428571428571,0.0017304882967000507,0.0007301704062567018,-78.39109,42.96282,Discharge Monitoring Reports
CORINTH (V) STP,0.53294794520548,0.0069120142114550125,0.004294192821941838,-73.81343,43.24743,Discharge Monitoring Reports
CORNING (C) WWTP,,,,-77.04026,42.14084,Discharge Monitoring Reports
CORNWALL (T) FIRTHCLIFF STP,0.10073095890411,0.0013064199341462064,0.0005096025545432337,-74.046917,41.450667,Discharge Monitoring Reports
CORNWALL (T) WWTP,1.07166666666667,0.01389887191907027,0.010495651847984757,-74.02087,41.45254,Discharge Monitoring Reports
CORPORATION OF WOODBORO,0.0695384615384615,0.000901872009678632,0.00031719984818719696,-77.30982,39.52799,Discharge Monitoring Reports
CORRY CITY STP,2.75666666666667,0.03575230817129421,0.03515321757509186,-79.62921,41.9272,Discharge Monitoring Reports
COUDERSPORT AREA MUN AUTH STP,1.0415,0.013507628401597176,0.010119165338625885,-78.041671,41.761454,Discharge Monitoring Reports
COUNTRY CROSSING STP,0.0756333333333333,0.0009809188299959666,0.00035319514277154317,-75.07391,40.22193,Discharge Monitoring Reports
COUNTRY MANOR STP,0.03263,0.0004231914687893574,0.00012048215697823353,-73.738,41.355194,Discharge Monitoring Reports
COUNTY OF BERKS WWTP,0.2533,0.0032851486069366918,0.001657992421346361,-76.012222,40.375,Discharge Monitoring Reports
COVENTRY WPCF,0.2,0.0030891960969622223,0.0012254986626968037,-72.26996,41.75717,Clean Watershed Needs Survey
COVINGTON TWP SEWER AUTH,0.174166666666667,0.0022588368826482754,0.0010267571117000985,-75.5122,41.3283,Discharge Monitoring Reports
COXSACKIE (V) STP,0.8842,0.01146754203811063,0.008206736440395494,-73.79325,42.34925,Discharge Monitoring Reports
CRANERIDGESEWER DIST #1,0.0455,0.0005901076258018928,0.00018435548598566226,-78.65275,42.602306,Discharge Monitoring Reports
CRAWFORD PINE BUSH STP,0.21075,0.002733300706324152,0.0013103960066993031,-74.290194,41.619444,Discharge Monitoring Reports
CRESSON BORO STP,0.65,0.010039887315127222,0.0055360438516269235,-78.5759,40.4523,Clean Watershed Needs Survey
CRESSON BORO WWTP,0.884416666666667,0.011470352074423977,0.008209309335532005,-78.597776,40.457239,Discharge Monitoring Reports
CRESSONA BORO AUTH STP,0.347833333333333,0.004511189066111902,0.0024876967887506696,-76.193464,40.632028,Discharge Monitoring Reports
CRESTVIEW ESTATES WWTP,0.0416666666666667,0.0005403915987196825,0.0001647233945787547,-77.43272,39.50718,Discharge Monitoring Reports
CRUCIBLE WPCF,0.069205,0.0008975472141454944,0.0003152551265389236,-79.983058,39.948581,Discharge Monitoring Reports
CRYSTAL RUN WTP,0.02175,0.00028208441453167406,7.170546259935465e-05,-76.318056,40.6975,Discharge Monitoring Reports
CTL MAINLINE STP,0.0986135833333333,0.001278958846871438,0.0004959385461799943,-78.65183,40.40282,Discharge Monitoring Reports
CTL WAYNE REG AUTH,1.02725,0.013322814474835042,0.009942373639573784,-75.24426,41.55411,Discharge Monitoring Reports
CTR W JT SEW AUTH STP,0.12725,0.001650355942489909,0.0006871961588827697,-79.91282,40.022803,Discharge Monitoring Reports
CUBA (V) WWTF,0.656,0.008507925330242676,0.005601506102942245,-78.289,42.216778,Discharge Monitoring Reports
CUMBERLAND TWP SOUTH STP,0.312075,0.004047424996090674,0.0021653276749771366,-77.26118,39.82439,Discharge Monitoring Reports
CUMBERLAND TWP SOUTH STP,0.212666666666667,0.002758158719865262,0.0013256620633506798,-77.26118,39.82439,Discharge Monitoring Reports
CUMBERLAND WASTEWATER TREATMENT PLANT,12.1404166666667,0.15745390011895422,0.23425273891982543,-78.7587,39.625274,Discharge Monitoring Reports
CURWENSVILLE MUNI AUTH SEW SYS STP,0.45875,0.0059497115019037,0.0035447335882176994,-78.520928,40.963861,Discharge Monitoring Reports
CURWENSVILLE STP,0.75,0.011584485363608333,0.00664828307076811,-78.5209,40.9639,Clean Watershed Needs Survey
Cairo (T) WWTP and Sewers,0.089,0.0013746922631481888,0.00043494690400646357,-73.998111,42.312528,Clean Watershed Needs Survey
Caldwell Borough CS/STP,4.5,0.06950691218165,0.06580373327035247,-74.3133,40.839,Clean Watershed Needs Survey
Cambridge (V) WWTP and Sewers,0.0,0.0,0.0,-73.381137,43.027906,Clean Watershed Needs Survey
Camden County MUA - CS-CSO/WWTP,74.7,1.15381474221539,2.3945094624325285,-75.127815,39.922835,Clean Watershed Needs Survey
Canajoharie (V) STP,0.6,0.009267588290886667,0.004997191930006617,-74.59387,42.85456,Clean Watershed Needs Survey
Canandaigua (C) STP,5.5,0.08495289266646111,0.08506435085959785,-77.2695,42.8852,Clean Watershed Needs Survey
Canaseraga (V) WWTP,0.11,0.0016990578533292223,0.0005703499852377866,-77.766852,42.467242,Clean Watershed Needs Survey
Caneadea (T) Houghton SD STP,0.28,0.004324874535747112,0.0018847954656082695,-78.14325,42.430528,Clean Watershed Needs Survey
Canisteo (V) WWTP,0.6,0.009267588290886667,0.004997191930006617,-77.59385,42.26614,Clean Watershed Needs Survey
Capital Region Water,14.0,0.21624372678735557,0.2811061750413439,-76.8561,40.2391,Clean Watershed Needs Survey
Carmel (T) Mahopac STP (NYCDEP),0.3,0.004633794145443334,0.0020587242847468178,-73.7224,41.3791,Clean Watershed Needs Survey
Carmel (T) SD #2 STP,1.1,0.016990578533292222,0.010851966255550849,-73.6698,41.4161,Clean Watershed Needs Survey
Carmel (T) SD #5 STP - Hillsdale,0.027,0.0004170414730899,9.455632050937229e-05,-73.7824,41.3428,Clean Watershed Needs Survey
Carmel (T) SD #6 STP - Ivy HIll,0.05,0.0007722990242405556,0.00020799704104064963,-73.7874,41.3573,Clean Watershed Needs Survey
Carmel (T) SD #7 STP -Country Manor,0.046,0.0007105151023013111,0.00018695130370548812,-73.738,41.3552,Clean Watershed Needs Survey
Carmel (T) SD#4 STP - Lake Secor,0.17,0.002625816682417889,0.0009954369201081673,-73.7952,41.3715,Clean Watershed Needs Survey
Carneys Point Township CS /STP,1.3,0.020079774630254444,0.013437774967965178,-75.45645492,39.71939599,Clean Watershed Needs Survey
Caroga (T) Proposed WWTP & Collection System,0.0,0.0,0.0,-74.483263,43.134573,Clean Watershed Needs Survey
Carroll Valley Borough WWTP,0.14,0.002162437267873556,0.0007764909275404379,-77.382183,39.759466,Clean Watershed Needs Survey
Castile (V) WWTP,0.175,0.0027030465848419446,0.001033046470993818,-77.9726,42.6725,Clean Watershed Needs Survey
Castleton-on-Hudson (V) STP,0.24,0.003707035316354667,0.0015474431928267486,-73.754972,42.539778,Clean Watershed Needs Survey
Catharine Valley Water Reclamation Facility (CVWRF),1.2,0.018535176581773335,0.0121298064876105,-76.85885,42.3786,Clean Watershed Needs Survey
Catskill (T) Smith's Landing (SD#4),0.026,0.0004015954926050889,9.009925635308445e-05,-73.9191,42.1323,Clean Watershed Needs Survey
Catskill (V) WWTP,1.25,0.019307475606013886,0.012780135894764918,-73.8536,42.2121,Clean Watershed Needs Survey
Cattaraugus (V) WWTP,0.06,0.0009267588290886667,0.00026263888740455526,-78.861,42.3278,Clean Watershed Needs Survey
Cavendish WWTF,0.13,0.0020079774630254446,0.000706253094980582,-72.6015,43.3866,Clean Watershed Needs Survey
Cayuga Heights (V) STP,1.8,0.02780276487266,0.020376951803742147,-76.50062,42.4676,Clean Watershed Needs Survey
"Cayuga, (V) WWTP",0.1,0.0015445980484811112,0.000504876317171055,-76.718917,42.937583,Clean Watershed Needs Survey
Cedar Grove Township - CS/STP,2.0,0.030891960969622222,0.023317384900542904,-74.22388534,40.86571155,Clean Watershed Needs Survey
"Cedarhurst, (V) WWTP & Collection",1.0,0.015445980484811111,0.009606208291357922,-73.7325,40.6309,Clean Watershed Needs Survey
Central Square (V) WWTP,0.375,0.0057922426818041665,0.0027389345859372164,-76.1466,43.2873,Clean Watershed Needs Survey
Charlestown WWTF,0.84,0.012974623607241335,0.0076855936094815175,-72.432767,43.225812,Clean Watershed Needs Survey
Chatham Township - CS/STP,1.155,0.017840107459956834,0.011550939911091516,-74.41920732,40.72081085,Clean Watershed Needs Survey
Chautauqua (Co) S&CCLSD WWTP,3.1,0.04788253950291445,0.04084923571745123,-79.27452,42.10882,Clean Watershed Needs Survey
Chemung (Co) Elmira SD Milton WWTP,12.0,0.18535176581773333,0.2307920646917031,-76.7795,42.0767,Clean Watershed Needs Survey
Chemung (T) WWTP,0.015,0.00023168970727216668,4.4576230970454535e-05,-76.622247,42.004079,Clean Watershed Needs Survey
Chenango (T) SD #10 Pennview STP,0.04,0.0006178392193924444,0.00015634128750078937,-75.9031,42.1912,Clean Watershed Needs Survey
"Chenango (T) SD #4,8,& 9 Northgate STP",0.8,0.01235678438784889,0.007220520853362259,-75.891722,42.157889,Clean Watershed Needs Survey
"Chenango Heights WWTP, Chenango (T) SD #12",0.05,0.0007722990242405556,0.00020799704104064963,-75.883889,42.18376,Clean Watershed Needs Survey
Cherry Creek (T) WWTP,0.06,0.0009267588290886667,0.00026263888740455526,-79.095,42.2938,Clean Watershed Needs Survey
Cherry Hill WWTP,0.37,0.005715012779380111,0.002692300515305659,-75.856,39.6625,Clean Watershed Needs Survey
Chesapeake City North STP,0.075,0.0011584485363608334,0.0003494157705595204,-75.817755,39.53204,Clean Watershed Needs Survey
Cheshire County Home WWTF,0.04,0.0006178392193924444,0.00015634128750078937,-72.4648,42.9741,Clean Watershed Needs Survey
Chester Borough - CS/STP,0.075,0.0011584485363608334,0.0003494157705595204,-74.67162607,40.79227762,Clean Watershed Needs Survey
Chester WWTF,0.175,0.0027030465848419446,0.001033046470993818,-72.58938,43.2683,Clean Watershed Needs Survey
Chesterfield Township - CS/STP,0.051,0.0007877450047253667,0.00021333392939271452,-74.6417995,40.11514617,Clean Watershed Needs Survey
Chicopee Sewerage Collection System and WPCF,15.5,0.23941269751457223,0.3202013015510713,-72.62166,42.15376,Clean Watershed Needs Survey
Cinnaminson Township SA - CS/STP,1.7,0.026258166824178888,0.018940033569106923,-74.99463895,39.99803481,Clean Watershed Needs Survey
Claremont WWTF,2.89,0.044638883601104115,0.0373430245023542,-72.3764,43.3898,Clean Watershed Needs Survey
Cleveland (V) STP,0.15,0.002316897072721667,0.0008481454664881528,-75.881989,43.237731,Clean Watershed Needs Survey
Clifton Park (T) Riverview Landing WWTP ,0.01,0.0001544598048481111,2.6534933233701082e-05,-73.894,42.857,Clean Watershed Needs Survey
"Clifton Springs (V) WWTP, Sanitary Sewers",0.5,0.007722990242405556,0.003957529462697384,-77.1326,42.9663,Clean Watershed Needs Survey
Clinton (V) WWTP,2.0,0.030891960969622222,0.023317384900542904,-75.382528,43.061167,Clean Watershed Needs Survey
Clinton Town - CS/STP,2.03,0.03135534038416655,0.023765791503120984,-74.91093679,40.62626502,Clean Watershed Needs Survey
Clyde (V) WWTP,0.35,0.005406093169683889,0.0025075390261921292,-76.867944,43.080444,Clean Watershed Needs Survey
Cobleskill (V) STP,1.73,0.02672154623872322,0.019368693558745313,-74.47683829,42.674861,Clean Watershed Needs Survey
Cochecton (T) - Lake Huntington STP,0.21,0.0032436559018103337,0.0013044328631867143,-74.96344,41.64092,Clean Watershed Needs Survey
Coeymans (T) STP & Sewers,0.76,0.011738945168456444,0.0067619015339011644,-73.7874,42.46563,Clean Watershed Needs Survey
Cold Brook Fire District No. 1 WWTF,0.049,0.0007568530437557445,0.0002026898902497706,-72.85709,42.89781,Clean Watershed Needs Survey
Cold Spring (V)  WWTP,0.45,0.006950691218165,0.0034584661816598698,-73.9582,41.418,Clean Watershed Needs Survey
Colonie (T) Mohawk River WPCP,5.6,0.08649749071494223,0.08704805481199848,-73.778972,42.790944,Clean Watershed Needs Survey
Concord (T) Crainbridge WWTP Sewer District No. 1,0.072,0.0011121105949063999,0.0003316354157346969,-78.6528,42.6023,Clean Watershed Needs Survey
Conococheague  WWTP,4.0,0.061783921939244445,0.05659886004025106,-77.8059,39.6196,Clean Watershed Needs Survey
Coolfont,0.02,0.0003089196096962222,6.440889399379803e-05,-78.267546,39.57862,Clean Watershed Needs Survey
Cooperstown (V) Sewers & STP,0.52,0.008031909852101778,0.0041611756546817025,-74.932667,42.685611,Clean Watershed Needs Survey
Corfu (V) WWTP,0.12,0.0018535176581773334,0.0006375098105015879,-78.39109,42.96282,Clean Watershed Needs Survey
Corinth (V) STP,0.5,0.007722990242405556,0.003957529462697384,-73.8134,43.2474,Clean Watershed Needs Survey
Corning (C) WWTP,2.9,0.04479334340595222,0.03750841725512508,-77.0791,42.1522,Clean Watershed Needs Survey
Cornwall (T) Firthcliff SD STP,0.08,0.0012356784387848889,0.0003794910401622186,-74.0431,41.4473,Clean Watershed Needs Survey
Cornwall (T) Joint T/V STP,1.0,0.015445980484811111,0.009606208291357922,-74.02087,41.45254,Clean Watershed Needs Survey
Cornwall-on-Hudson (V) Sewers,1.5,0.023168970727216666,0.016137540493300077,-74.02087,41.45254,Clean Watershed Needs Survey
Cortland (C) WWTP,6.0,0.09267588290886666,0.09508084439475163,-76.1587,42.5985,Clean Watershed Needs Survey
Cortlandt (T)  Furnace Woods Sewer District,0.02,0.0003089196096962222,6.440889399379803e-05,-73.88963,41.269575,Clean Watershed Needs Survey
Coxsackie (V) WWTP & Collection System,1.25,0.019307475606013886,0.012780135894764918,-73.79325,42.34925,Clean Watershed Needs Survey
Crawford (T) Pine Bush WWTP,0.3,0.004633794145443334,0.0020587242847468178,-74.296407,41.618434,Clean Watershed Needs Survey
Cuba (V) WWTP & Collection System,0.97,0.014982601070266777,0.009239068617209632,-78.289,42.216778,Clean Watershed Needs Survey
Cuyler (T) Sewer District 1 WWTP,0.01,0.0001544598048481111,2.6534933233701082e-05,-75.946528,42.735889,Clean Watershed Needs Survey
DALTON BORO STP,0.09114175,0.00118205366382263,0.0004483825710923795,-75.749722,41.550556,Discharge Monitoring Reports
DALTON FARMS WWTP,,,,-73.70093,41.61277,Discharge Monitoring Reports
DANBURY WATER POLLUTION CONTROL FACILITY,9.30833333333333,0.12072348315397693,0.16676110719688442,-73.418112,41.402711,Discharge Monitoring Reports
DANBURY WPCF,13.5,0.20852073654494999,0.268326596243923,-73.41925,41.404251,Clean Watershed Needs Survey
DANSVILLE - V STP,0.0,0.0,0.0,-77.71725,42.565417,Discharge Monitoring Reports
DANVILLE BORO STP,2.5,0.03861495121202777,0.03102153718731756,-76.6036,40.9481,Clean Watershed Needs Survey
DANVILLE BORO STP,1.18195833333333,0.015329288480881179,0.011896982308218756,-76.624956,40.962587,Discharge Monitoring Reports
DARIEN WASTEWATER TREATMENT FACILITY,0.0264351666666667,0.0003428482074581104,9.203304379746285e-05,-78.381889,42.901222,Discharge Monitoring Reports
DARRAGH STP,0.6095,0.007904848306071511,0.0050986413008120585,-79.573113,40.29028,Discharge Monitoring Reports
DAUPHIN STP,0.139916666666667,0.0018146349885006967,0.000775899657148122,-76.934444,40.364722,Discharge Monitoring Reports
DAVIDSON TWP SEWER AUTH,0.0077777777777777,0.00010087309842767299,1.923898547678527e-05,-76.553611,41.3525,Discharge Monitoring Reports
DAYTON BORO STP,0.0595166666666667,0.0007718953596111943,0.0002599351795300908,-79.24424,40.87939,Discharge Monitoring Reports
DEEP CREEK LAKE WWTP,2.2,0.033981157066584444,0.026341243749214323,-79.3948,39.5046,Clean Watershed Needs Survey
DEEP CREEK LAKE WWTP,0.430083333333333,0.005577922081984554,0.0032638583708227845,-79.394812,39.504591,Discharge Monitoring Reports
DEEP RIVER WATER POLLUTION CONTROL FACILITY,0.162166666666667,0.0021032041022170066,0.0009371366624351774,-72.43515,41.39948,Discharge Monitoring Reports
DEEP RUN STP,0.0,0.0,0.0,-75.20713,40.39351,Discharge Monitoring Reports
DEER LAKE MUN AUTH,1.0,0.015445980484811111,0.009606208291357922,-76.06114,40.61745,Clean Watershed Needs Survey
DEL WATER GAP WWTP,0.0733333333333333,0.0009510892137466402,0.000339512750374928,-75.142937,40.985279,Discharge Monitoring Reports
DELAWARE #1 WATER POLLUTION CONTROL FACILITY,56.9833333333333,0.7390395504090368,1.6935493611135093,-75.127815,39.922835,Discharge Monitoring Reports
DELAWARE (T)-CALLICOON SD#1,0.042290397260274,0.0005484810092632783,0.00016788467221161963,-75.054722,41.764361,Discharge Monitoring Reports
DELAWARE CITY STP,0.57,0.008804208876342333,0.0046797897911998385,-75.5848,39.5769,Clean Watershed Needs Survey
DELAWARE CITY WASTEWATER TREATMENT PLANT,0.316666666666667,0.004106976150269588,0.002206170772106372,-75.584786,39.576945,Discharge Monitoring Reports
DELAWARE TOWNSHIP MUA,0.0309438333333333,0.0004013229015723689,0.00011257509723798543,-74.949918,40.441493,Discharge Monitoring Reports
DELCORA CHESTER STP,9.0,0.1390138243633,0.15972701507397488,-75.3931,39.8286,Clean Watershed Needs Survey
DELCORA-WESTERN REGIONAL TREATMENT PLANT,37.26,0.4832397832390885,0.9834408663555557,-75.39399,39.82553,Discharge Monitoring Reports
DELHI (V) WWTP,0.65225,0.008459290086357905,0.005560572498578476,-74.940889,42.255389,Discharge Monitoring Reports
DELRAN SEWERAGE AUTHORITY,2.10333333333333,0.02727896790336951,0.02486966711341813,-74.975641,40.038872,Discharge Monitoring Reports
DELTA BORO STP,0.0867,0.0011244468386159144,0.0004206187979249336,-76.330685,39.726667,Discharge Monitoring Reports
DEPOSIT (V) WPCP,0.440333333333333,0.005710858415269597,0.003363704885467808,-75.424,42.05725,Discharge Monitoring Reports
DERBY WATER POLLUTION CONTROL FACILITY,1.63833333333333,0.021248197661657857,0.018065549868718143,-73.086202,41.315435,Discharge Monitoring Reports
DERBY WPCF,1.25,0.019307475606013886,0.012780135894764918,-73.0869,41.3182,Clean Watershed Needs Survey
DERRY BOROUGH STP,0.65,0.010039887315127222,0.0055360438516269235,-79.2992,40.333,Clean Watershed Needs Survey
DERRY BOROUGH STP,0.697583333333333,0.009047236145764912,0.006059740208444487,-79.2992,40.333,Discharge Monitoring Reports
DERRY TWP CLEARWATER STP,4.4835,0.05814829758863267,0.06549520538611972,-76.68368,40.2837,Discharge Monitoring Reports
DERRY TWP CLEARWATER STP,0.36425,0.004724103356007461,0.002638888683099194,-76.68368,40.2837,Discharge Monitoring Reports
DILLON FARMS WWTP,,,,-74.710306,41.655639,Discharge Monitoring Reports
DILLSBURG BOROUGH STP,1.7,0.026258166824178888,0.018940033569106923,-77.0491,40.114,Clean Watershed Needs Survey
DILLSBURG STP,0.9885,0.012820250288025739,0.009465102496433215,-77.042222,40.116944,Discharge Monitoring Reports
DISTANT STP,0.0363375,0.00047127551324343484,0.00013826674905643215,-79.361389,40.97,Discharge Monitoring Reports
DOGWOOD ACRES MHP STP,0.0256666666666667,0.0003328812248113246,8.862409034174888e-05,-79.287242,40.345853,Discharge Monitoring Reports
DOLGEVILLE (V) WWTP,0.470333333333333,0.006099940366347767,0.0036596431357642767,-74.766861,43.093194,Discharge Monitoring Reports
DOVER BORO STP,0.278333333333333,0.003609815879447472,0.001870454171947893,-76.85014,40.00546,Discharge Monitoring Reports
DOVER RIDGE ESTATES STP,0.0123333333333333,0.00015995591322102548,3.470110832615949e-05,-73.655556,41.631944,Discharge Monitoring Reports
DOVER TWP STP,4.0,0.061783921939244445,0.05659886004025106,-76.8548,39.9966,Clean Watershed Needs Survey
DOVER TWP WATER SYS-ADMIRE BOOSTER CL,4.81366666666667,0.062430360616887476,0.07172809370420316,-76.85481,39.996561,Discharge Monitoring Reports
DOWNINGTOWN AREA STP,6.5,0.10039887315127222,0.1053335015728252,-75.7016,39.9973,Clean Watershed Needs Survey
DOWNINGTOWN RWPCC,6.66058333333333,0.08638375862173601,0.10867419123847198,-75.7016,39.99715,Discharge Monitoring Reports
DRYDEN (V) STP,0.536416666666667,0.006957001441917191,0.004329982299632307,-76.307194,42.49275,Discharge Monitoring Reports
DUANESBURG SD#1 STP,0.0707553095890411,0.0009176537968014712,0.00032431845858888706,-74.179444,42.757778,Discharge Monitoring Reports
DUBLIN BORO STP,0.360583333333333,0.0046765488953201245,0.002604951522192815,-75.19091,40.39178,Discharge Monitoring Reports
DUBLIN TWP FT LITTLETON STP,0.0224611666666667,0.000291307818338622,7.471862992831804e-05,-77.963612,40.067307,Discharge Monitoring Reports
DUBOIS CITY STP,1.3,0.020079774630254444,0.013437774967965178,-78.777445,41.129842,Clean Watershed Needs Survey
DUDLEY CARBON COALMONT STP,0.0585,0.0007587098046024337,0.00025426811189180267,-78.216375,40.222241,Discharge Monitoring Reports
DUMAN LAKE PRK STP,0.0017991666666666,2.333410923271501e-05,2.9565207150846544e-06,-78.840838,40.566128,Discharge Monitoring Reports
DUNBAR BORO SANI AUTH WWTP,0.207166666666667,0.002686827028834264,0.0012819592279674265,-79.61586,39.97449,Discharge Monitoring Reports
DUNBAR TWP MUNI AUTH STP,0.295333333333333,0.0038302956517251028,0.0020178424277227337,-79.613643,40.045857,Discharge Monitoring Reports
DUNCAN TWP VILLAGE OF ANTRIM STP,0.008,0.00010375518695417896,1.9945022317377882e-05,-77.28256,41.62835,Discharge Monitoring Reports
DUNCANNON MUNI WATER-WELL 5 AND &7,0.51725,0.006708421306506134,0.004133042450505307,-77.02747,40.39596,Discharge Monitoring Reports
DUNCANSVILLE STP,0.782916666666667,0.010153958139942831,0.007023848999290696,-78.434999,40.424212,Discharge Monitoring Reports
